ID,Hclass
4138,2
25664,2
9458,2
27679,2
32756,2
16107,2
32003,2
14044,2
39142,2
40919,2
5807,2
37086,2
19692,2
8721,2
42532,2
32726,2
48156,2
39559,2
3966,2
17065,2
1054,2
21896,2
19924,2
24937,2
25760,2
41143,2
3140,2
37242,2
1712,2
9269,2
8655,2
44118,2
33341,2
42668,2
31440,2
27229,2
14537,2
4059,2
48010,2
41514,2
878,2
25494,2
40713,2
44300,2
9523,2
39437,2
45133,2
37504,2
4371,2
19773,2
40130,2
17808,2
14884,2
29919,2
42229,2
34502,2
41226,2
40019,2
25027,2
10798,2
44079,2
19062,2
42872,2
17777,2
40778,2
9929,2
45732,2
14202,2
14468,2
48658,2
35090,2
48556,2
24798,2
39295,2
28483,2
7645,2
44178,2
6912,2
12120,2
448,2
42564,2
44199,2
19203,2
6983,2
26398,2
8510,2
43696,2
18338,2
44771,2
46627,2
4927,2
2373,2
37143,2
44150,2
40443,2
17351,2
6321,2
14412,2
45708,2
19780,2
46531,2
42862,2
6330,2
9324,2
36788,2
28721,2
33602,2
26788,2
14135,2
13034,2
14247,2
47969,2
45999,2
3463,2
7421,2
44371,2
40316,2
6941,2
10785,2
24910,2
11704,2
2463,2
32176,2
10585,2
36932,2
25888,2
28515,2
14159,2
40875,2
31921,2
7715,2
7033,2
35883,2
15698,2
24778,2
25226,2
5397,2
47803,2
2261,2
22530,2
30378,2
7355,2
7608,2
37068,2
42869,2
2860,2
1373,2
38710,2
2452,2
34103,2
20034,2
38441,2
16587,2
12907,2
25033,2
47626,2
5065,2
33487,2
48467,2
38096,2
4286,2
2542,2
16431,2
29874,2
820,2
5159,2
28331,2
44101,2
40660,2
4937,2
27934,2
958,2
45764,2
23593,2
5756,2
39919,2
48443,2
20568,2
8962,2
39870,2
32852,2
32979,2
45717,2
4352,2
9939,2
13382,2
42497,2
48081,2
42261,2
38305,2
24668,2
23378,2
31489,2
28066,2
42197,2
10937,2
23065,2
39879,2
27019,2
12677,2
42711,2
44129,2
29404,2
27036,2
22091,2
11084,2
22205,2
20108,2
37571,2
14721,2
17216,2
46338,2
16184,2
30145,2
17401,2
15588,2
38485,2
47344,2
14351,2
12050,2
29811,2
39328,2
41621,2
10054,2
32204,2
12283,2
9140,2
18518,2
4624,2
5458,2
38217,2
9776,2
5736,2
23238,2
44904,2
41100,2
12961,2
3714,2
44852,2
46738,2
38794,2
44347,2
33764,2
41795,2
21958,2
7120,2
13929,2
39368,2
6961,2
18832,2
5455,2
6616,2
34914,2
39496,2
39716,2
22311,2
19083,2
9532,2
19561,2
47671,2
33015,2
43989,2
24721,2
9143,2
36975,2
46732,2
43274,2
44669,2
18833,2
46041,2
3167,2
36024,2
19056,2
10735,2
17215,2
12053,2
35598,2
10438,2
31983,2
24243,2
2456,2
11934,2
9718,2
41219,2
14434,2
14988,2
31235,2
22122,2
27411,2
7842,2
44068,2
2393,2
18698,2
12279,2
13855,2
47701,2
5757,2
3235,2
18621,2
3833,2
21264,2
11323,2
39945,2
1573,2
39733,2
20101,2
31378,2
41036,2
40385,2
15471,2
6237,2
31829,2
39753,2
24903,2
38224,2
38371,2
10796,2
2573,2
31469,2
28768,2
19572,2
3546,2
32174,2
10048,2
23569,2
32794,2
38370,2
1821,2
15834,2
9417,2
47572,2
728,2
26346,2
47882,2
28866,2
47781,2
19180,2
22480,2
26611,2
20834,2
44066,2
42982,2
38277,2
32866,2
48110,2
40091,2
35242,2
1637,2
23754,2
10598,2
32746,2
21753,2
18484,2
7398,2
41770,2
33211,2
18782,2
16390,2
35995,2
35720,2
44909,2
21755,2
39549,2
36664,2
17797,2
34999,2
16929,2
25718,2
34255,2
44937,2
311,2
26672,2
13153,2
47948,2
38214,2
27073,2
43097,2
15504,2
44973,2
18741,2
19886,2
37692,2
47710,2
6232,2
48414,2
6525,2
18242,2
828,2
34870,2
21848,2
5100,2
8901,2
25594,2
12074,2
44704,2
22619,2
47469,2
27410,2
9534,2
37590,2
39429,2
42847,2
28882,2
14305,2
45938,2
2037,2
8159,2
1000,2
14703,2
35226,2
5747,2
44905,2
38345,2
15787,2
37170,2
27604,2
45269,2
37770,2
32378,2
44065,2
35863,2
43518,2
36742,2
35359,2
26158,2
37485,2
5634,2
15941,2
38799,2
44458,2
44355,2
19986,2
16025,2
30926,2
4006,2
27221,2
41939,2
15713,2
788,2
35397,2
37792,2
19666,2
46820,2
19831,2
680,2
19309,2
15503,2
34435,2
44687,2
21779,2
7930,2
26709,2
33704,2
5490,2
8659,2
29134,2
5266,2
23582,2
4729,2
40041,2
34696,2
46575,2
34091,2
48402,2
7475,2
34276,2
33205,2
25876,2
46806,2
27515,2
7084,2
30507,2
29126,2
46977,2
31520,2
18627,2
6293,2
8516,2
48361,2
22209,2
38253,2
10281,2
10074,2
22021,2
13297,2
7138,2
32577,2
18044,2
4626,2
3778,2
464,2
32618,2
47137,2
23349,2
24984,2
1260,2
16989,2
7466,2
39192,2
27146,2
19334,2
37715,2
13088,2
26135,2
19452,2
18722,2
7244,2
3226,2
16507,2
29099,2
29607,2
13876,2
30070,2
32731,2
35117,2
20038,2
37529,2
27086,2
33043,2
44529,2
35872,2
5026,2
45949,2
42703,2
9537,2
24814,2
33435,2
16804,2
16203,2
31963,2
4330,2
9039,2
19896,2
43787,2
15151,2
47000,2
12394,2
6035,2
46361,2
25529,2
17406,2
10187,2
16453,2
38425,2
25620,2
26860,2
4078,2
17812,2
4550,2
29080,2
2936,2
8595,2
22244,2
40732,2
35743,2
31709,2
1422,2
9851,2
44292,2
42376,2
6565,2
41331,2
17261,2
26764,2
114,2
46416,2
43756,2
28407,2
22800,2
37988,2
21368,2
3934,2
26712,2
10381,2
12491,2
34350,2
3884,2
22875,2
30908,2
16974,2
17782,2
20356,2
14314,2
14307,2
29304,2
6227,2
2557,2
45918,2
25768,2
32080,2
26212,2
38639,2
22890,2
42648,2
32341,2
34013,2
14694,2
37207,2
27815,2
3251,2
31102,2
15099,2
27013,2
31326,2
42073,2
19784,2
47384,2
19834,2
5914,2
19431,2
36069,2
9290,2
44047,2
18226,2
7749,2
18369,2
20541,2
14871,2
19938,2
23111,2
28889,2
37542,2
34629,2
18500,2
12888,2
19788,2
19137,2
10764,2
15207,2
32800,2
22114,2
20059,2
33074,2
26194,2
32068,2
42662,2
46031,2
48150,2
16269,2
31192,2
43822,2
1483,2
38107,2
2029,2
46592,2
9953,2
354,2
21044,2
11177,2
30243,2
46220,2
37651,2
23134,2
29174,2
42655,2
30567,2
22598,2
46305,2
47389,2
28838,2
30603,2
46058,2
13538,2
44978,2
593,2
491,2
6140,2
1398,2
1301,2
47101,2
36667,2
26504,2
14554,2
38705,2
39814,2
44334,2
30247,2
13141,2
35986,2
18216,2
13087,2
41039,2
41139,2
1562,2
17688,2
41848,2
26473,2
9088,2
18461,2
36035,2
20319,2
20345,2
14659,2
36981,2
3978,2
46054,2
18670,2
46965,2
16637,2
357,2
16775,2
47435,2
16137,2
3612,2
25225,2
23017,2
39654,2
4951,2
29691,2
46776,2
10200,2
25744,2
4453,2
40537,2
10883,2
8432,2
43471,2
37365,2
34826,2
39864,2
25964,2
32130,2
12560,2
26624,2
37697,2
13752,2
8950,2
45033,2
35014,2
16273,2
1695,2
923,2
4642,2
13937,2
15823,2
35901,2
36512,2
2533,2
39665,2
7936,2
22998,2
30030,2
41401,2
25748,2
6517,2
28187,2
20265,2
21861,2
46937,2
8194,2
31550,2
35112,2
230,2
10247,2
20711,2
36122,2
35039,2
46760,2
3689,2
43338,2
17600,2
15766,2
7362,2
42695,2
12055,2
40469,2
23239,2
42515,2
43358,2
30712,2
10415,2
46294,2
1285,2
12484,2
22935,2
670,2
32028,2
41292,2
33328,2
29867,2
36213,2
28931,2
28959,2
22232,2
7197,2
14566,2
31581,2
48032,2
23367,2
28582,2
32340,2
44796,2
30058,2
62,2
27296,2
1676,2
44920,2
553,2
440,2
16343,2
12895,2
43620,2
37231,2
13051,2
10932,2
13762,2
8817,2
39847,2
41625,2
17430,2
25335,2
9319,2
21218,2
27062,2
44490,2
30911,2
9082,2
1913,2
26476,2
29105,2
15398,2
5824,2
38844,2
40043,2
20717,2
46768,2
30960,2
36186,2
23437,2
42200,2
5810,2
32066,2
45486,2
2288,2
44766,2
6063,2
19448,2
27027,2
43803,2
26278,2
6527,2
37164,2
31733,2
47521,2
21157,2
40971,2
47970,2
47808,2
34458,2
24150,2
15955,2
7261,2
36628,2
18136,2
45543,2
4353,2
4826,2
10237,2
25047,2
24580,2
2355,2
12077,2
26329,2
13720,2
22424,2
40845,2
30901,2
44202,2
48289,2
2810,2
34520,2
4292,2
11253,2
25293,2
38175,2
1069,2
44538,2
17645,2
38731,2
40883,2
1144,2
15422,2
15179,2
24357,2
8544,2
19632,2
26040,2
38980,2
31269,2
242,2
23132,2
18983,2
27651,2
35979,2
36732,2
25290,2
37657,2
42477,2
27788,2
44486,2
12988,2
35797,2
29189,2
7221,2
29456,2
16931,2
4004,2
48267,2
4980,2
25459,2
16522,2
20458,2
17467,2
33583,2
8431,2
43230,2
27768,2
9108,2
17263,2
18584,2
7130,2
693,2
44752,2
7058,2
16839,2
47230,2
2506,2
19414,2
35392,2
24262,2
25256,2
5594,2
3876,2
18453,2
40937,2
34675,2
45518,2
19519,2
46449,2
14006,2
35924,2
27152,2
37096,2
31783,2
17993,2
29451,2
37188,2
25429,2
37268,2
5818,2
25091,2
31001,2
21772,2
11585,2
20443,2
4898,2
43711,2
16485,2
47266,2
17163,2
34489,2
21314,2
38516,2
35296,2
44753,2
23275,2
39825,2
35677,2
13916,2
10768,2
5004,2
9349,2
45054,2
645,2
23867,2
15509,2
10718,2
16986,2
2047,2
8506,2
32566,2
33853,2
40805,2
9457,2
6644,2
38692,2
40315,2
35837,2
25011,2
33556,2
30974,2
11025,2
14491,2
11139,2
46179,2
48045,2
42409,2
30064,2
25384,2
41206,2
36728,2
7030,2
35695,2
32403,2
13546,2
47940,2
26247,2
12558,2
43916,2
37077,2
31704,2
39103,2
7899,2
14213,2
8413,2
11769,2
32121,2
45695,2
31989,2
46430,2
40079,2
32977,2
15135,2
24794,2
15363,2
34630,2
16604,2
27561,2
30245,2
26423,2
28380,2
25428,2
15889,2
32275,2
44974,2
4188,2
19724,2
37028,2
24639,2
30832,2
26566,2
27849,2
2415,2
19333,2
24521,2
30067,2
26145,2
43433,2
39482,2
2499,2
2028,2
31854,2
12190,2
40184,2
12237,2
40632,2
21149,2
36715,2
33000,2
7753,2
26000,2
17689,2
21350,2
27198,2
149,2
35184,2
42176,2
42514,2
35849,2
31873,2
32906,2
11724,2
26577,2
38036,2
43655,2
41862,2
38346,2
27415,2
39140,2
43070,2
28033,2
10280,2
6553,2
20790,2
4179,2
43004,2
41302,2
46584,2
21946,2
48409,2
17972,2
32742,2
29801,2
25545,2
10404,2
21006,2
2884,2
3700,2
20687,2
21535,2
21970,2
18519,2
11933,2
3753,2
15307,2
15310,2
8502,2
14039,2
23705,2
34115,2
5830,2
6615,2
8368,2
19242,2
46311,2
21168,2
46821,2
42483,2
25373,2
36764,2
2758,2
7177,2
27907,2
14477,2
33073,2
1094,2
32103,2
23667,2
13291,2
41216,2
14996,2
46778,2
699,2
30524,2
16734,2
14557,2
26994,2
14761,2
11360,2
10101,2
11626,2
673,2
3278,2
33250,2
18178,2
28219,2
19909,2
20710,2
42613,2
46306,2
44480,2
48330,2
35785,2
24852,2
33826,2
17012,2
33542,2
2924,2
15621,2
11265,2
36374,2
47953,2
11736,2
13403,2
10216,2
48269,2
47567,2
13854,2
37047,2
8021,2
18948,2
23016,2
22974,2
13534,2
10026,2
26935,2
38986,2
36408,2
40396,2
1802,2
43767,2
1416,2
27717,2
5352,2
29046,2
5433,2
1747,2
28503,2
304,2
46877,2
9960,2
45256,2
31270,2
16111,2
23571,2
7394,2
8835,2
28919,2
11207,2
5774,2
29136,2
43238,2
32435,2
22703,2
8377,2
35203,2
30874,2
24722,2
17204,2
6908,2
12927,2
38038,2
20983,2
27051,2
34237,2
976,2
45160,2
2109,2
24051,2
9029,2
34280,2
2410,2
13756,2
36688,2
5892,2
14064,2
26352,2
9360,2
22556,2
25810,2
37118,2
3517,2
28580,2
42081,2
19617,2
26965,2
2665,2
2922,2
1141,2
34059,2
17179,2
13687,2
13321,2
16555,2
28579,2
2752,2
41539,2
5764,2
27148,2
841,2
11655,2
35096,2
24103,2
3736,2
8448,2
27533,2
46721,2
18249,2
11689,2
15873,2
36373,2
45315,2
9371,2
39678,2
8518,2
20952,2
30086,2
20959,2
19122,2
17007,2
16770,2
26455,2
14687,2
43986,2
2255,2
12844,2
20840,2
30671,2
10016,2
9354,2
1462,2
18876,2
22010,2
34827,2
45463,2
36468,2
20848,2
17674,2
13132,2
20883,2
27234,2
29871,2
25,2
47366,2
21388,2
41019,2
30762,2
33465,2
20182,2
42405,2
15692,2
15731,2
15324,2
25470,2
44564,2
829,2
5062,2
28268,2
37407,2
10141,2
40054,2
30033,2
15185,2
46898,2
18959,2
17155,2
3903,2
15809,2
45331,2
28903,2
37920,2
18465,2
44020,2
9230,2
19427,2
2555,2
10428,2
3626,2
24316,2
18412,2
39194,2
47430,2
5513,2
36348,2
33639,2
9188,2
38215,2
44054,2
8519,2
33733,2
8793,2
15746,2
16665,2
48072,2
11651,2
19295,2
31350,2
43246,2
4996,2
1447,2
19394,2
5098,2
15391,2
31086,2
6763,2
37437,2
32697,2
42986,2
5925,2
7932,2
26395,2
24492,2
39855,2
34774,2
11400,2
6935,2
37371,2
17620,2
15189,2
14842,2
26518,2
23076,2
10916,2
14022,2
46670,2
26359,2
47241,2
350,2
44242,2
15856,2
17366,2
3482,2
33284,2
1490,2
13806,2
29782,2
16918,2
15574,2
37390,2
3569,2
591,2
34226,2
36393,2
46092,2
46899,2
23602,2
8722,2
27123,2
7395,2
17492,2
15645,2
34277,2
23982,2
28080,2
41880,2
2556,2
18060,2
9227,2
30753,2
16317,2
23968,2
43217,2
45288,2
14243,2
22456,2
1507,2
18644,2
27076,2
36967,2
18781,2
40263,2
4306,2
45751,2
31294,2
24405,2
15222,2
45399,2
45580,2
26656,2
29203,2
37113,2
8386,2
5525,2
5373,2
11151,2
37698,2
35605,2
35601,2
46600,2
32097,2
25313,2
17340,2
36,2
4166,2
441,2
32725,2
24057,2
39006,2
17711,2
7118,2
33734,2
2682,2
47580,2
11029,2
19690,2
35525,2
28408,2
12243,2
31077,2
26731,2
22388,2
891,2
19538,2
1210,2
22759,2
38252,2
38142,2
3879,2
16777,2
109,2
21634,2
23712,2
39289,2
26298,2
21235,2
41128,2
35620,2
42488,2
37085,2
23045,2
25742,2
39873,2
18845,2
34420,2
43015,2
7908,2
22509,2
11285,2
20942,2
27066,2
31844,2
38477,2
23517,2
26412,2
1090,2
30478,2
23373,2
2782,2
45728,2
32148,2
17732,2
6836,2
15930,2
11100,2
4929,2
1713,2
29352,2
45016,2
118,2
28234,2
48485,2
48568,2
2395,2
15642,2
35300,2
47904,2
40438,2
48008,2
46016,2
38216,2
2903,2
17339,2
34024,2
44133,2
25103,2
47748,2
17227,2
40449,2
16215,2
9964,2
3006,2
21804,2
44738,2
10227,2
22727,2
38130,2
38591,2
20707,2
46464,2
10028,2
45645,2
26449,2
9325,2
13269,2
7631,2
24035,2
46713,2
14177,2
34878,2
11866,2
9611,2
45329,2
6087,2
306,2
31981,2
32071,2
3670,2
27336,2
42916,2
46415,2
3283,2
44374,2
37978,2
45349,2
38160,2
34501,2
21528,2
8731,2
17943,2
46923,2
40606,2
14095,2
26408,2
20229,2
14340,2
9985,2
38331,2
6488,2
3265,2
31090,2
17535,2
22258,2
34403,2
35024,2
25155,2
14948,2
11906,2
19158,2
40581,2
19293,2
32885,2
29948,2
16371,2
35435,2
6183,2
16079,2
45194,2
20975,2
5047,2
12366,2
3234,2
32429,2
38026,2
31129,2
14453,2
42077,2
8761,2
11042,2
13408,2
42423,2
31446,2
42666,2
40784,2
666,2
21494,2
37586,2
4406,2
13013,2
35882,2
7862,2
46356,2
15249,2
43950,2
10972,2
46576,2
16301,2
21300,2
47235,2
36054,2
13887,2
42674,2
27412,2
41971,2
28318,2
43745,2
6602,2
32741,2
35506,2
3101,2
43614,2
45561,2
26561,2
21872,2
1981,2
32631,2
40093,2
20875,2
1125,2
4117,2
11058,2
38470,2
1789,2
16300,2
5252,2
7095,2
28666,2
23693,2
6974,2
12323,2
824,2
1631,2
29914,2
45521,2
35329,2
24649,2
5423,2
39472,2
15916,2
26602,2
37184,2
36264,2
23118,2
7302,2
22862,2
29058,2
32983,2
10687,2
7376,2
48370,2
45279,2
39659,2
1387,2
22611,2
19479,2
27713,2
8185,2
20891,2
42387,2
23819,2
38902,2
42085,2
12787,2
8214,2
35870,2
6472,2
31803,2
16210,2
26137,2
43540,2
14665,2
15517,2
31966,2
15396,2
41462,2
25179,2
8093,2
28238,2
37162,2
16023,2
28816,2
41807,2
46822,2
25703,2
6609,2
11529,2
45219,2
22190,2
39673,2
47161,2
15920,2
10312,2
6028,2
4522,2
39571,2
12062,2
48520,2
13927,2
22397,2
45487,2
36910,2
38502,2
14410,2
8665,2
14494,2
24260,2
32168,2
23480,2
11828,2
18957,2
17625,2
38011,2
45401,2
34272,2
560,2
47690,2
19074,2
33269,2
33326,2
24289,2
17606,2
48148,2
18223,2
9762,2
11032,2
8880,2
10338,2
31758,2
40600,2
1876,2
43732,2
25676,2
23795,2
47134,2
12767,2
42952,2
34196,2
12438,2
15837,2
27149,2
1600,2
15898,2
16687,2
31253,2
15339,2
19554,2
2975,2
4075,2
11489,2
16514,2
43905,2
1220,2
17,2
18975,2
13212,2
30750,2
41450,2
47063,2
18635,2
1709,2
7766,2
19191,2
42549,2
2971,2
40858,2
18121,2
32245,2
37295,2
3415,2
5366,2
36608,2
39506,2
15162,2
1309,2
13465,2
48453,2
16641,2
36303,2
42066,2
25811,2
36935,2
37176,2
16198,2
33921,2
4329,2
32719,2
5348,2
1867,2
3902,2
41022,2
19048,2
6114,2
46579,2
42654,2
38268,2
1719,2
2760,2
31879,2
26964,2
46634,2
45125,2
41752,2
44149,2
12984,2
42533,2
47727,2
42802,2
19573,2
21989,2
22861,2
13335,2
31385,2
12753,2
17001,2
41598,2
17322,2
43201,2
41229,2
41854,2
19188,2
14421,2
18435,2
3953,2
8390,2
28516,2
39187,2
2667,2
41956,2
38405,2
27791,2
35751,2
18888,2
13084,2
25971,2
41069,2
4796,2
19905,2
7863,2
13393,2
11535,2
155,2
22616,2
25473,2
39174,2
28540,2
32404,2
3457,2
29204,2
4682,2
23261,2
21998,2
16401,2
4490,2
34751,2
39523,2
539,2
29492,2
42082,2
28138,2
11598,2
5089,2
3121,2
27794,2
33981,2
21203,2
38174,2
9544,2
6840,2
26024,2
568,2
32938,2
38948,2
25752,2
46605,2
34121,2
11392,2
15603,2
25568,2
1941,2
42914,2
33381,2
29845,2
33892,2
15535,2
19319,2
37075,2
28792,2
20235,2
11835,2
10030,2
31692,2
34795,2
47259,2
37208,2
7218,2
5691,2
23999,2
5066,2
26900,2
48388,2
19530,2
38543,2
31098,2
14127,2
46207,2
46474,2
17738,2
19250,2
36494,2
46723,2
32166,2
8497,2
30335,2
45002,2
37786,2
36747,2
25982,2
6783,2
44791,2
42305,2
43921,2
30170,2
34788,2
19390,2
11793,2
41251,2
7918,2
2820,2
10271,2
19932,2
25528,2
11794,2
10980,2
43524,2
12301,2
33715,2
42932,2
47492,2
4586,2
3591,2
45372,2
46319,2
9559,2
11149,2
13080,2
1013,2
34570,2
39979,2
31419,2
20694,2
15840,2
13176,2
28326,2
39892,2
39299,2
12908,2
46943,2
21938,2
20683,2
32954,2
41179,2
41299,2
21543,2
15251,2
35540,2
38381,2
41667,2
19991,2
8675,2
23368,2
43623,2
951,2
10181,2
19367,2
18710,2
4256,2
44910,2
48262,2
514,2
14521,2
46959,2
9777,2
36478,2
15144,2
48131,2
42757,2
18381,2
18719,2
44519,2
27030,2
28362,2
31071,2
11880,2
3830,2
24758,2
36783,2
18800,2
10741,2
31085,2
29432,2
46874,2
9050,2
13936,2
23463,2
47908,2
40820,2
10221,2
39599,2
14111,2
1375,2
48316,2
43830,2
39817,2
6727,2
44639,2
43052,2
26480,2
7295,2
33987,2
22390,2
25086,2
40276,2
9536,2
28139,2
38724,2
11409,2
29890,2
6335,2
25613,2
17788,2
14137,2
41989,2
46795,2
7764,2
2453,2
42099,2
44652,2
42112,2
47949,2
23925,2
46854,2
29784,2
31860,2
15376,2
46407,2
46226,2
35687,2
6601,2
37685,2
47552,2
14163,2
35499,2
26907,2
29234,2
8966,2
26626,2
45889,2
33527,2
43474,2
15031,2
29224,2
32443,2
28874,2
29447,2
7375,2
42504,2
13245,2
36496,2
47864,2
47649,2
31209,2
28144,2
13074,2
36806,2
47486,2
24848,2
22187,2
31672,2
39561,2
6274,2
39576,2
34014,2
44455,2
2656,2
13341,2
40648,2
25940,2
42031,2
4855,2
2918,2
23287,2
15483,2
12417,2
1019,2
6345,2
259,2
1729,2
9535,2
23216,2
3516,2
35088,2
22224,2
8951,2
44311,2
3993,2
19366,2
6304,2
7367,2
16020,2
34892,2
11206,2
32283,2
7721,2
8260,2
43000,2
32739,2
25659,2
45158,2
1306,2
43120,2
15770,2
43231,2
10387,2
10460,2
46385,2
40008,2
34865,2
2525,2
34243,2
31266,2
39476,2
24458,2
5147,2
42836,2
18006,2
42127,2
37240,2
16314,2
11406,2
14680,2
25401,2
19583,2
38463,2
2206,2
9134,2
29735,2
43555,2
42915,2
5792,2
42352,2
14903,2
43488,2
26533,2
34209,2
19150,2
40187,2
37670,2
32368,2
23891,2
9059,2
43091,2
46706,2
45550,2
26690,2
16451,2
43720,2
19765,2
34424,2
23585,2
4133,2
44021,2
13832,2
23276,2
6224,2
23760,2
1735,2
11038,2
16993,2
550,2
8245,2
3460,2
6841,2
42598,2
48215,2
21186,2
7982,2
28756,2
13109,2
44263,2
6896,2
34823,2
9427,2
20311,2
1068,2
28604,2
8459,2
38595,2
13454,2
2747,2
43593,2
27302,2
35957,2
29405,2
43343,2
43531,2
1633,2
12822,2
37169,2
45583,2
42920,2
29771,2
13545,2
45654,2
47564,2
3259,2
42310,2
16890,2
32915,2
16000,2
45468,2
31196,2
18089,2
27164,2
13688,2
47529,2
33020,2
3056,2
47184,2
34173,2
9355,2
8366,2
13868,2
37935,2
4165,2
6000,2
29521,2
15306,2
20486,2
29267,2
35671,2
23388,2
23012,2
11548,2
26791,2
12780,2
4152,2
5972,2
16071,2
1597,2
13029,2
19265,2
13400,2
40381,2
21187,2
27618,2
7194,2
46195,2
33428,2
40333,2
7422,2
20862,2
6268,2
41203,2
22486,2
4919,2
39680,2
42190,2
3673,2
11056,2
24619,2
6597,2
4991,2
7826,2
32556,2
14874,2
23575,2
2670,2
41522,2
6296,2
13420,2
38416,2
5827,2
37664,2
1688,2
17900,2
9180,2
785,2
21455,2
46942,2
42573,2
30203,2
42440,2
38030,2
40828,2
10790,2
20878,2
41048,2
5122,2
47218,2
14797,2
19714,2
45984,2
35932,2
23758,2
11929,2
15402,2
7139,2
30585,2
21870,2
14196,2
40957,2
25884,2
10314,2
16013,2
41458,2
36152,2
38167,2
28053,2
47226,2
6091,2
17363,2
19475,2
28267,2
17494,2
7665,2
23384,2
23776,2
8257,2
3787,2
42346,2
32477,2
15298,2
2877,2
8583,2
40993,2
14953,2
28240,2
38157,2
31444,2
14965,2
1897,2
46581,2
34001,2
45815,2
46309,2
23422,2
11157,2
37247,2
30570,2
41695,2
4502,2
8654,2
46611,2
31962,2
8121,2
45043,2
46440,2
24241,2
24481,2
31567,2
26824,2
29433,2
5157,2
37279,2
30290,2
28542,2
43684,2
42147,2
8636,2
16160,2
10983,2
3284,2
8418,2
14883,2
243,2
33220,2
35101,2
39404,2
33396,2
12278,2
38944,2
13506,2
28707,2
13415,2
19848,2
48218,2
15213,2
5414,2
26091,2
3531,2
28082,2
5425,2
14794,2
26757,2
12980,2
8123,2
17221,2
3585,2
43661,2
82,2
32865,2
10590,2
7837,2
13433,2
11998,2
20250,2
15075,2
24899,2
12404,2
24450,2
45856,2
9956,2
19649,2
44593,2
9127,2
37536,2
35115,2
35667,2
15647,2
32561,2
37566,2
